id,uuid,observed_on_string,observed_on,time_observed_at,time_zone,user_id,user_login,user_name,created_at,updated_at,quality_grade,license,url,image_url,sound_url,tag_list,description,num_identification_agreements,num_identification_disagreements,captive_cultivated,oauth_application_id,place_guess,latitude,longitude,positional_accuracy,private_place_guess,private_latitude,private_longitude,public_positional_accuracy,geoprivacy,taxon_geoprivacy,coordinates_obscured,positioning_method,positioning_device,species_guess,scientific_name,common_name,iconic_taxon_name,taxon_id,field:phytoplasma infection?
67747,306474f9-cc96-4112-ac2b-91f57b33de29,41018,41018,,Eastern Time (US & Canada),5398,hitefamily,Tim Hite,2012-04-19 18:05:09 UTC,2017-08-14 18:36:24 UTC,research,CC-BY,http://www.inaturalist.org/observations/67747,https://inaturalist-open-data.s3.amazonaws.com/photos/102823/medium.jpg,,metro parks,,2,0,FALSE,,Sand Run Metro Park,41.12963016,-81.54919945,,,,,,,,FALSE,,,large white trillium,Trillium grandiflorum,large white trillium,Plantae,55402,
68176,52d6ee9b-c00c-432c-8e9d-8106f969dfce,Fri Apr 20 2012 15:40:10 GMT-0400 (EDT),41019,2012-04-20 19:40:10 UTC,Eastern Time (US & Canada),5754,hkopp16,,2012-04-20 19:41:07 UTC,2019-10-31 19:25:32 UTC,research,CC-BY,http://www.inaturalist.org/observations/68176,https://static.inaturalist.org/photos/103431/medium.jpg,,,,2,0,FALSE,,"I-71 S, Mount Sterling, Ohio, US",39.752421,-83.315753,5,,,,5,,,FALSE,,,Large White Trillium,Trillium grandiflorum,large white trillium,Plantae,55402,
68697,ceaf162a-4831-4b6b-9c10-9d99f5041a71,Sat Apr 21 2012 10:29:24 GMT-0400 (EDT),41020,2012-04-21 14:29:24 UTC,Eastern Time (US & Canada),2179,charlie,naturalist charlie,2012-04-21 18:14:53 UTC,2019-09-08 21:55:23 UTC,research,CC0,http://www.inaturalist.org/observations/68697,https://inaturalist-open-data.s3.amazonaws.com/photos/104031/medium.jpg,,,,1,0,FALSE,,"33 Dwire Cir, Middlebury, Vermont, US",44.008135,-73.153619,10,,,,10,,,FALSE,,,Large White Trillium,Trillium grandiflorum,large white trillium,Plantae,55402,
68700,0cbd2709-9355-4e53-bae0-62f7fc3699b8,Sat Apr 21 2012 10:31:58 GMT-0400 (EDT),41020,2012-04-21 14:31:58 UTC,Eastern Time (US & Canada),2179,charlie,naturalist charlie,2012-04-21 18:14:54 UTC,2019-09-08 21:53:38 UTC,research,CC0,http://www.inaturalist.org/observations/68700,https://inaturalist-open-data.s3.amazonaws.com/photos/104033/medium.jpg,,,,1,0,FALSE,,"343–399 Woodland Park, Middlebury, Vermont, US",44.009101,-73.153136,5,,,,5,,,FALSE,,,Large White Trillium,Trillium grandiflorum,large white trillium,Plantae,55402,
69040,c9efd0b3-2e1d-417d-9e5e-e6de99b42a38,41020,41020,,Eastern Time (US & Canada),5398,hitefamily,Tim Hite,2012-04-22 11:15:51 UTC,2018-11-25 23:47:27 UTC,research,CC-BY,http://www.inaturalist.org/observations/69040,https://inaturalist-open-data.s3.amazonaws.com/photos/104459/medium.jpg,,metro parks,Highbridge Trail,3,0,FALSE,,Gorge Metro Park,41.12238862,-81.49937797,,,,,,,,FALSE,,,large white trillium,Trillium grandiflorum,large white trillium,Plantae,55402,
70879,44ec045b-ea82-4bbf-a923-4eb51e4f35f6,Fri Apr 27 2012 12:10:21 GMT-0400 (EDT),41026,2012-04-27 16:10:21 UTC,Eastern Time (US & Canada),4873,mperdicas,Marlo Perdicas,2012-04-27 16:31:08 UTC,2019-10-31 19:25:22 UTC,research,CC-BY,http://www.inaturalist.org/observations/70879,https://static.inaturalist.org/photos/106976/medium.jpg,,,,1,0,FALSE,,"1489–1499 Sand Run Pkwy, Akron, Ohio, US",41.13330142,-81.58203872,5,,,,5,,,FALSE,,,Large White Trillium,Trillium grandiflorum,large white trillium,Plantae,55402,
71063,ada1da57-a7fa-4c6b-a5f4-6d816c3c1b7d,Fri Apr 27 2012 17:02:13 GMT-0400 (EDT),41026,2012-04-27 21:02:13 UTC,Eastern Time (US & Canada),5754,hkopp16,,2012-04-27 21:34:23 UTC,2019-10-31 19:25:18 UTC,research,CC-BY,http://www.inaturalist.org/observations/71063,https://static.inaturalist.org/photos/107201/medium.jpg,,,,2,0,FALSE,,"1057–1389 Faultless Dr, Ashland, Ohio, US",40.88457263,-82.33860858,5,,,,5,,,FALSE,,,Large White Trillium,Trillium grandiflorum,large white trillium,Plantae,55402,
73117,7d368005-d6c6-4f4b-a0fd-23448c4bdc27,Mon Apr 30 2012 12:00:31 GMT-0400 (EDT),41029,2012-04-30 16:00:31 UTC,Eastern Time (US & Canada),3518,jwhittle,Jason Whittle,2012-05-01 12:28:14 UTC,2019-10-31 19:25:13 UTC,research,CC-BY,http://www.inaturalist.org/observations/73117,https://inaturalist-open-data.s3.amazonaws.com/photos/109888/medium.jpg,,,,2,0,FALSE,,"Twinsburg City, Twinsburg, Ohio, US",41.3145,-81.40933333,,,,,,,,FALSE,,,Trillium grandiflorum,Trillium grandiflorum,large white trillium,Plantae,55402,
73726,603aa2d8-267a-4ea0-a822-36c0b9ad81b0,Wed Apr 18 2012 12:10:50 GMT-0400 (EDT),41017,2012-04-18 16:10:50 UTC,Eastern Time (US & Canada),6136,lward,,2012-05-02 23:52:37 UTC,2019-10-31 19:25:09 UTC,research,CC-BY,http://www.inaturalist.org/observations/73726,https://static.inaturalist.org/photos/110496/medium.jpg,,,,2,0,FALSE,,"1169–1171 W Bath Rd, Cuyahoga Falls, Ohio, US",41.16616667,-81.55783333,123,,,,123,,,FALSE,,,Large White Trillium (Trillium grandiflorum),Trillium grandiflorum,large white trillium,Plantae,55402,
73778,c58468c6-2331-44f3-8791-2ca585173b74,Sun Apr 22 2012 13:37:48 GMT-0400 (EDT),41021,2012-04-22 17:37:48 UTC,Eastern Time (US & Canada),6177,sjchilds,,2012-05-03 02:35:02 UTC,2019-10-31 19:25:04 UTC,research,CC-BY,http://www.inaturalist.org/observations/73778,https://static.inaturalist.org/photos/110803/medium.jpg,,,,2,0,FALSE,,"1489–1499 Sand Run Pkwy, Akron, Ohio, US",41.131963,-81.576362,230,,,,230,,,FALSE,,,Large White Trillium,Trillium grandiflorum,large white trillium,Plantae,55402,
74010,dea3d629-6287-4f1b-a9cb-eb23559b8dfb,41032,41032,,Eastern Time (US & Canada),5398,hitefamily,Tim Hite,2012-05-03 18:08:25 UTC,2019-10-30 18:08:17 UTC,research,CC-BY,http://www.inaturalist.org/observations/74010,https://inaturalist-open-data.s3.amazonaws.com/photos/110781/medium.jpg,,metro parks,,1,0,FALSE,,Towpath Trail/Big Bend Trailhead,41.12888522,-81.53907586,,,,,,,,FALSE,,,Large White Trillium,Trillium grandiflorum,large white trillium,Plantae,55402,
74074,c0f2b283-77ba-4a87-8c1d-1ab1ead74c84,41032,41032,,Eastern Time (US & Canada),6224,biketandem,,2012-05-03 21:00:04 UTC,2019-10-30 18:08:12 UTC,research,CC-BY,http://www.inaturalist.org/observations/74074,https://static.inaturalist.org/photos/110840/medium.JPG,,,,1,0,FALSE,,Summit Co. Metro Parks Akron Towpath,41.12867789,-81.5389502,,,,,,,,FALSE,,,Large White Trillium,Trillium grandiflorum,large white trillium,Plantae,55402,
74883,42edba21-5652-4585-a546-ec0a8f43c827,Sat May 05 2012 12:49:01 GMT-0400 (EDT),41034,2012-05-05 16:49:01 UTC,Eastern Time (US & Canada),2179,charlie,naturalist charlie,2012-05-05 20:25:58 UTC,2016-02-15 19:46:32 UTC,research,CC0,http://www.inaturalist.org/observations/74883,https://inaturalist-open-data.s3.amazonaws.com/photos/111692/medium.jpg,,,,1,0,FALSE,,"Weybridge, Middlebury, Vermont, US",44.05156044,-73.26169346,5,,,,5,,,FALSE,,,Large White Trillium,Trillium grandiflorum,large white trillium,Plantae,55402,
74911,68e02934-cefe-49b4-b1ad-ae4813f5725c,Sat May 05 2012 13:34:29 GMT-0400 (EDT),41034,2012-05-05 17:34:29 UTC,Eastern Time (US & Canada),2179,charlie,naturalist charlie,2012-05-05 20:26:16 UTC,2019-09-08 21:53:14 UTC,research,CC0,http://www.inaturalist.org/observations/74911,https://inaturalist-open-data.s3.amazonaws.com/photos/111724/medium.jpg,,,,1,0,FALSE,,"Addison, Middlebury, Vermont, US",44.054798,-73.277225,5,,,,5,,,FALSE,,,Large White Trillium,Trillium grandiflorum,large white trillium,Plantae,55402,
76661,c55991f6-9bc0-4f92-85f1-bea517289a90,Sat May 12 2012 17:16:35 GMT-0400 (EDT),41041,2012-05-12 21:16:35 UTC,Eastern Time (US & Canada),6527,doorsi,,2012-05-09 11:42:56 UTC,2019-10-30 18:08:07 UTC,research,CC-BY,http://www.inaturalist.org/observations/76661,https://static.inaturalist.org/photos/115160/medium.jpg,,,,2,0,FALSE,,"Happy Rd, Thompsonville, Michigan, US",44.5185,-85.7975,5,,,,5,,,FALSE,,,Large White Trillium,Trillium grandiflorum,large white trillium,Plantae,55402,
80211,52885ace-01c0-4a4f-a3d8-7816e59eba61,39221.51111,39221,2007-05-19 16:16:00 UTC,Eastern Time (US & Canada),6731,jenaitkens,Jennifer Aitkens,2012-05-18 04:07:29 UTC,2018-03-17 15:42:14 UTC,research,CC-BY,http://www.inaturalist.org/observations/80211,https://inaturalist-open-data.s3.amazonaws.com/photos/118202/medium.jpg,,"trillium, flower, pink","From white to pink: a trillium in its final days of bloom. The white trillium has been the official provincial flower of Ontario since 1937. It flowers in the spring, gradually turning pink before it dies. Although it is widely believed that it is illegal to pick the flower, that's an urban legend. According to Wikipedia, picking is discouraged because it damages the leaf-like bracts at the base of the plant and prevents it from producing food for the next year.",2,0,FALSE,,"Remmie Bay, Ontario, Canada",45.38603557,-80.2454862,,,,,,,,FALSE,,,large white trillium,Trillium grandiflorum,large white trillium,Plantae,55402,
80892,fa324945-8bfd-45fe-b346-3840ed1d20ce,Sun May 20 2012 11:05:51 GMT-0400 (EDT),41049,2012-05-20 15:05:51 UTC,Eastern Time (US & Canada),2179,charlie,naturalist charlie,2012-05-20 17:22:21 UTC,2016-04-24 16:47:03 UTC,research,CC0,http://www.inaturalist.org/observations/80892,https://inaturalist-open-data.s3.amazonaws.com/photos/119062/medium.jpg,,,,1,0,FALSE,,"401–1299 Sheep Farm Rd, Middlebury, Vermont, US",44.03189186,-73.19275274,5,,,,5,,,FALSE,,,Large White Trillium,Trillium grandiflorum,large white trillium,Plantae,55402,
85921,342e77ef-e835-4fd3-bdab-d7754b1feaab,40310.98819,40310,2010-05-13 03:43:00 UTC,Eastern Time (US & Canada),3785,treegrow,Katja Schulz,2012-06-02 05:30:44 UTC,2019-11-07 02:07:29 UTC,research,CC0,http://www.inaturalist.org/observations/85921,https://inaturalist-open-data.s3.amazonaws.com/photos/125700/medium.jpg,,LLF,"<em>Trillium grandiflorum</em>.    Craigsville, Virgina, USA.  2 May 2010.",1,0,FALSE,,"Craigsville, Virginia, United States",38.080215,-79.361994,,,,,,,,FALSE,,,Large White Trillium,Trillium grandiflorum,large white trillium,Plantae,55402,
91145,43f8d98b-c84a-4127-bd59-916c1f1cb600,Sat May 05 2012 16:56:54 GMT-0500 (CDT),41034,2012-05-05 21:56:54 UTC,Central Time (US & Canada),6527,doorsi,,2012-06-14 12:57:53 UTC,2018-01-21 19:25:13 UTC,research,CC-BY,http://www.inaturalist.org/observations/91145,https://static.inaturalist.org/photos/132895/medium.jpg,,,,3,0,FALSE,,"Gradiner Rd, Chatham-Kent, Ontario, CA",42.28129,-81.855963,,,,,,,,FALSE,,,large white trillium,Trillium grandiflorum,large white trillium,Plantae,55402,
103198,65e568a8-30fc-4ce0-9775-3aa8865f226e,Tue Jul 17 2012 12:37:36 GMT-0400 (EDT),41107,2012-07-17 16:37:36 UTC,Eastern Time (US & Canada),2179,charlie,naturalist charlie,2012-07-18 22:06:55 UTC,2023-05-28 13:00:49 UTC,research,CC0,http://www.inaturalist.org/observations/103198,https://inaturalist-open-data.s3.amazonaws.com/photos/148972/medium.jpg,,,,1,0,FALSE,,"164 Lime Kiln Rd, South Burlington, Vermont, US",44.489354,-73.162721,10,,,,10,,,FALSE,,,Large White Trillium,Trillium grandiflorum,large white trillium,Plantae,55402,
111906,99f7a02e-8916-411d-941c-8e6dc72185b4,40663,40663,,Eastern Time (US & Canada),4860,rcurtis,Rob Curtis,2012-08-12 13:16:04 UTC,2020-05-09 19:49:45 UTC,research,CC-BY,http://www.inaturalist.org/observations/111906,https://inaturalist-open-data.s3.amazonaws.com/photos/159532/medium.JPG,,,,1,0,FALSE,,"Mohican State Forest, OH",40.610616,-82.3129393,1647,,,,1647,,,FALSE,,google,Trillium grandiflorum,Trillium grandiflorum,large white trillium,Plantae,55402,
145374,30677086-12bf-4ead-b2c1-52367f77077d,41013,41013,,Eastern Time (US & Canada),10723,mcanlic,Chris McAnlis,2012-11-09 00:26:50 UTC,2019-10-31 19:23:52 UTC,research,CC-BY-NC,http://www.inaturalist.org/observations/145374,https://inaturalist-open-data.s3.amazonaws.com/photos/200822/medium.jpg,,,,1,0,FALSE,,Guilford Township 3199 Blake Road,41.04564232,-81.80401039,,,,,,,,FALSE,,,Large White Trillium,Trillium grandiflorum,large white trillium,Plantae,55402,
145667,2dc59344-3100-445d-bdbf-a184e1b5b1bf,38857,38857,,Indiana (East),3518,jwhittle,Jason Whittle,2012-11-09 22:03:33 UTC,2019-10-30 18:07:49 UTC,research,CC-BY,http://www.inaturalist.org/observations/145667,https://inaturalist-open-data.s3.amazonaws.com/photos/201180/medium.JPG,,,,1,0,FALSE,,"Kendall Park, OH",41.22310776,-81.51342859,319,,,,319,,,FALSE,,,Trillium grandiflorum,Trillium grandiflorum,large white trillium,Plantae,55402,
146171,51656da1-8428-4f5c-9b76-61dd71e8517e,39579,39579,,Central Time (US & Canada),9531,kucycads,Kenneth Bader,2012-11-11 00:27:59 UTC,2019-10-30 18:07:47 UTC,research,CC-BY-NC,http://www.inaturalist.org/observations/146171,https://inaturalist-open-data.s3.amazonaws.com/photos/201765/medium.JPG,,,,2,0,FALSE,,"Russell County, US-VA, US",37.08106144,-81.95116434,,,,,,,,FALSE,,,large white trillium,Trillium grandiflorum,large white trillium,Plantae,55402,
148333,df4f80fe-a2b8-42e4-9cc0-17a18eb8a3d5,39938,39938,,Indiana (East),3518,jwhittle,Jason Whittle,2012-11-15 02:58:07 UTC,2019-10-30 18:07:37 UTC,research,CC-BY,http://www.inaturalist.org/observations/148333,https://inaturalist-open-data.s3.amazonaws.com/photos/204379/medium.JPG,,,,1,0,FALSE,,Camp Christopher,41.190152,-81.67013168,0,,,,0,,,FALSE,,manual,Trillium grandiflorum,Trillium grandiflorum,large white trillium,Plantae,55402,
168435,a0ea7b5d-f1ef-4a30-9797-aa1c129a5fdf,40322,40322,,Pacific Time (US & Canada),11673,dreierj,66dodge,2012-12-28 17:26:16 UTC,2019-10-30 20:00:40 UTC,research,CC0,http://www.inaturalist.org/observations/168435,https://inaturalist-open-data.s3.amazonaws.com/photos/225403/medium.JPG,,,,1,0,FALSE,,"Spearhead Campground, Chequamegon National Forest",45.3277481,-90.444867,181,,,,181,,,FALSE,,manual,Large-Flowered Trillium,Trillium grandiflorum,large white trillium,Plantae,55402,
174066,bd87eb8b-cef3-443b-899d-73c5b466c40b,40671,40671,,Eastern Time (US & Canada),12052,humanekt,KT Thalin,2013-01-07 13:42:38 UTC,2020-01-11 20:57:01 UTC,research,CC-BY-NC,http://www.inaturalist.org/observations/174066,https://inaturalist-open-data.s3.amazonaws.com/photos/230671/medium.JPG,,,This plant is just on the edge of my yard.,2,0,FALSE,,"Saxtons River, VT",43.1378556,-72.5098115,1024,,,,1024,,,FALSE,,,large white trillium,Trillium grandiflorum,large white trillium,Plantae,55402,
185435,1faab2ee-f4bd-411f-be90-a91ce62311b9,39224,39224,,Eastern Time (US & Canada),12045,larry522,Larry Clarfeld,2013-01-24 16:45:36 UTC,2023-07-08 11:26:18 UTC,research,CC-BY-NC,http://www.inaturalist.org/observations/185435,https://inaturalist-open-data.s3.amazonaws.com/photos/240347/medium.jpg,,,,2,0,FALSE,,Centennial Woods,44.47700272,-73.18302155,,,,,,,,FALSE,,,Trillium grandiflorum,Trillium grandiflorum,large white trillium,Plantae,55402,
189514,d7ddb8ac-5e25-446c-8143-6024438f81d2,41040,41040,,Eastern Time (US & Canada),12610,susanelliott,Susan Elliott,2013-01-31 22:52:34 UTC,2023-06-30 19:52:19 UTC,research,CC-BY-NC,http://www.inaturalist.org/observations/189514,https://inaturalist-open-data.s3.amazonaws.com/photos/243697/medium.jpg,,"Trillium grandiflorum, plant, White Trillium","a double, seen two years in a row
",2,0,FALSE,,United States,43.60838951,-73.23946844,,,,,27443,obscured,open,TRUE,,,"Large White Trillium, Trillium grandiflorum",Trillium grandiflorum,large white trillium,Plantae,55402,Yes
229626,0a60bc5f-e837-45b5-b845-5400e1ec8fc7,41009,41009,,Eastern Time (US & Canada),6361,swelch1021,,2013-04-05 19:04:38 UTC,2019-10-31 19:23:47 UTC,research,CC-BY,http://www.inaturalist.org/observations/229626,https://static.inaturalist.org/photos/289004/medium.JPG,,,,1,0,FALSE,,hubbard valley park seville ohio,41.03711328,-81.85424924,50,,,,50,,,FALSE,,,Large White Trillium,Trillium grandiflorum,large white trillium,Plantae,55402,
229815,ad7fa63a-874c-4d6b-876a-b7f21772c67e,41006,41006,,Eastern Time (US & Canada),7719,lowder,Beth Lowder,2013-04-05 22:57:46 UTC,2019-10-31 19:23:43 UTC,research,CC-BY,http://www.inaturalist.org/observations/229815,https://static.inaturalist.org/photos/289214/medium.JPG,,,,3,1,FALSE,,"1828 Smith Rd, Akron, OH 44313",41.13741721,-81.57343347,,,,,,,,FALSE,,,large white trillium,Trillium grandiflorum,large white trillium,Plantae,55402,
237113,0408a707-950d-43ba-b815-3123af986077,Sun Apr 14 2013 15:06:57 GMT-0400 (EDT),41378,2013-04-14 19:06:57 UTC,Eastern Time (US & Canada),6570,rjm2,Randy Mitchell,2013-04-15 16:43:47 UTC,2019-10-31 19:23:38 UTC,research,CC-BY,http://www.inaturalist.org/observations/237113,https://static.inaturalist.org/photos/297299/medium.jpg,,,Cascade metropark oxbow. Many buds but only one flower barely open,1,0,FALSE,,"Cascade Valley Park, Akron, Ohio, US",41.12,-81.52116667,,,,,,,,FALSE,,,Large White Trillium,Trillium grandiflorum,large white trillium,Plantae,55402,
242259,8c2a5be9-cfde-4e7c-9dd6-3cab5cd59601,Sun Apr 21 2013 15:35:10 GMT-0400 (EDT),41385,2013-04-21 19:35:10 UTC,Eastern Time (US & Canada),9175,shelleytender,Shelley Tender,2013-04-21 21:52:42 UTC,2024-12-27 18:13:56 UTC,research,CC-BY-NC,http://www.inaturalist.org/observations/242259,https://inaturalist-open-data.s3.amazonaws.com/photos/303005/medium.jpg,,,,1,0,FALSE,,"River Styx Park, Wadsworth, Ohio, US",41.04888,-81.798151,5,,,,5,,,FALSE,,,Large White Trillium,Trillium grandiflorum,large white trillium,Plantae,55402,
242354,992de198-b910-47f0-9baa-ebd841aa4377,41384.65436,41384,2013-04-20 19:42:17 UTC,Eastern Time (US & Canada),2544,dnydick,Dan Nydick,2013-04-21 23:45:01 UTC,2019-10-31 13:49:40 UTC,research,CC-BY-NC,http://www.inaturalist.org/observations/242354,https://inaturalist-open-data.s3.amazonaws.com/photos/303122/medium.jpg,,,,1,0,FALSE,,"Hanover, Pennsylvania, United States",40.50293884,-80.42474273,,,,,,,,FALSE,,,Large-Flowered Trillium,Trillium grandiflorum,large white trillium,Plantae,55402,
242375,9db9d2cb-dccb-481a-b6b4-aa02fbd43d0e,41385.66905,41385,2013-04-21 20:03:26 UTC,Eastern Time (US & Canada),2544,dnydick,Dan Nydick,2013-04-21 23:59:09 UTC,2019-10-31 13:49:34 UTC,research,CC-BY-NC,http://www.inaturalist.org/observations/242375,https://inaturalist-open-data.s3.amazonaws.com/photos/303135/medium.jpg,,,,1,0,FALSE,,"Slippery Rock, Pennsylvania, United States",40.928957,-80.234182,,,,,,,,FALSE,,,Trillium grandiflorum,Trillium grandiflorum,large white trillium,Plantae,55402,
242419,4679a001-e736-45d4-95da-98036ca4f904,41384.59838,41384,2013-04-20 18:21:40 UTC,Eastern Time (US & Canada),2544,dnydick,Dan Nydick,2013-04-22 00:31:07 UTC,2019-10-31 13:49:30 UTC,research,CC-BY-NC,http://www.inaturalist.org/observations/242419,https://inaturalist-open-data.s3.amazonaws.com/photos/303189/medium.jpg,,,,1,0,FALSE,,"Clinton, Pennsylvania, United States",40.507595,-80.356516,,,,,,,,FALSE,,,Trillium grandiflorum,Trillium grandiflorum,large white trillium,Plantae,55402,
243005,7bf01c6f-2fe5-4757-9ccd-8ce7050746ee,Sun Apr 21 2013 14:27:26 GMT-0400 (EDT),41385,2013-04-21 18:27:26 UTC,Eastern Time (US & Canada),6570,rjm2,Randy Mitchell,2013-04-22 22:47:35 UTC,2019-10-31 13:49:25 UTC,research,CC-BY,http://www.inaturalist.org/observations/243005,https://static.inaturalist.org/photos/304053/medium.jpg,,,"Cascade park oxbow. More plants and further to the ne than past years , but many are small ",1,0,FALSE,,"Cascade Valley Park, Akron, Ohio, US",41.12,-81.52116667,,,,,,,,FALSE,,,Large White Trillium,Trillium grandiflorum,large white trillium,Plantae,55402,
243066,41bb2f3c-ffc4-468f-8070-87577fc40be8,41383,41383,,Eastern Time (US & Canada),5813,fluffberger,Fluff Berger,2013-04-22 23:49:40 UTC,2019-10-31 13:49:20 UTC,research,CC-BY-NC,http://www.inaturalist.org/observations/243066,https://inaturalist-open-data.s3.amazonaws.com/photos/304106/medium.JPG,,"spring, ephemeral, flowers, white",,1,0,FALSE,,"Lock 30 Woodlands, OH, USA",40.74025015,-80.65114975,,,,,,,,FALSE,,,Large-Flowered Trillium,Trillium grandiflorum,large white trillium,Plantae,55402,
